iter	Passed	Remaining
1678	30749	152392
1679	30803	152550
1680	30855	152697
1681	30897	152795
1682	30938	152889
1683	30990	153040
1684	31036	153156
1685	31074	153236
1686	31125	153377
1687	31168	153477
1688	31222	153634
1689	31270	153761
1690	31317	153883
1691	31359	153978
1692	31401	154075
1693	31454	154225
1694	31496	154322
1695	31538	154419
1696	31580	154514
1697	31625	154627
1698	31673	154753
1699	31716	154849
1700	31755	154932
1701	31802	155052
1702	31843	155141
1703	31881	155215
1704	31926	155324
1705	31966	155412
1706	32010	155512
1707	32056	155629
1708	32101	155738
1709	32143	155829
1710	32188	155936
1711	32230	156033
1712	32275	156139
1713	32322	156255
1714	32364	156347
1715	32412	156470
1716	32454	156562
1717	32492	156635
1718	32534	156728
1719	32585	156864
1720	32631	156977
1721	32684	157123
1722	32726	157214
1723	32765	157288
1724	32803	157362
1725	32852	157484
1726	32891	157560
1727	32937	157673
1728	32979	157765
1729	33025	157873
1730	33072	157987
1731	33113	158072
1732	33159	158180
1733	33206	158294
1734	33251	158398
1735	33298	158513
1736	33342	158610
1737	33386	158711
1738	33424	158782
1739	33465	158862
1740	33507	158952
1741	33552	159058
1742	33602	159184
1743	33642	159261
1744	33695	159403
1745	33737	159489
1746	33779	159577
1747	33821	159663
1748	33864	159759
1749	33910	159864
1750	33955	159964
1751	33992	160026
1752	34033	160108
1753	34071	160180
1754	34123	160314
1755	34172	160430
1756	34222	160557
1757	34268	160661
1758	34307	160733
1759	34347	160808
1760	34391	160901
1761	34436	161002
1762	34477	161085
1763	34522	161183
1764	34566	161275
1765	34608	161360
1766	34652	161458
1767	34704	161588
1768	34753	161705
1769	34802	161821
1770	34852	161941
1771	34893	162021
1772	34937	162114
1773	34994	162267
1774	35036	162350
1775	35083	162458
1776	35135	162587
1777	35179	162681
1778	35226	162787
1779	35265	162855
1780	35313	162966
1781	35360	163071
1782	35403	163159
1783	35445	163240
1784	35486	163317
1785	35528	163397
1786	35574	163497
1787	35624	163615
1788	35667	163702
1789	35709	163785
1790	35760	163907
1791	35796	163962
1792	35836	164032
1793	35870	164077
1794	35926	164221
1795	35970	164311
1796	36020	164427
1797	36062	164509
1798	36104	164588
1799	36152	164693
1800	36198	164794
1801	36242	164879
1802	36288	164977
1803	36330	165057
1804	36374	165147
1805	36433	165301
1806	36475	165380
1807	36532	165529
1808	36581	165635
1809	36629	165742
1810	36674	165833
1811	36730	165976
1812	36765	166024
1813	36822	166168
1814	36864	166244
1815	36908	166330
1816	36960	166455
1817	37002	166533
1818	37050	166635
1819	37097	166735
1820	37143	166827
1821	37195	166948
1822	37235	167020
1823	37276	167090
1824	37330	167220
1825	37375	167310
1826	37432	167451
1827	37478	167543
1828	37521	167625
1829	37562	167695
1830	37601	167760
1831	37650	167864
1832	37694	167947
1833	37737	168029
1834	37779	168101
1835	37827	168204
1836	37873	168294
1837	37922	168404
1838	37964	168477
1839	38013	168580
1840	38055	168653
1841	38096	168724
1842	38144	168824
1843	38188	168905
1844	38229	168976
1845	38269	169041
1846	38322	169164
1847	38368	169254
1848	38423	169382
1849	38473	169492
1850	38521	169588
1851	38562	169660
1852	38623	169814
1853	38668	169898
1854	38716	169997
1855	38769	170117
1856	38827	170258
1857	38867	170321
1858	38913	170411
1859	38955	170481
1860	39004	170584
1861	39043	170643
1862	39084	170710
1863	39130	170796
1864	39183	170916
1865	39232	171018
1866	39277	171100
1867	39324	171191
1868	39375	171300
1869	39418	171373
1870	39470	171487
1871	39512	171556
1872	39562	171664
1873	39611	171764
1874	39655	171839
1875	39697	171910
1876	39729	171933
1877	39736	171851
1878	39741	171762
1879	39749	171682
1880	39754	171591
1881	39759	171502
1882	39764	171411
1883	39769	171321
1884	39774	171232
1885	39782	171152
1886	39787	171062
1887	39792	170972
1888	39797	170883
1889	39802	170794
1890	39808	170707
1891	39815	170627
1892	39820	170537
1893	39825	170446
1894	39830	170354
1895	39834	170264
1896	39840	170176
1897	39847	170098
1898	39853	170011
1899	39857	169920
1900	39862	169831
1901	39868	169743
1902	39872	169653
1903	39880	169574
1904	39885	169486
1905	39890	169397
1906	39895	169308
1907	39900	169219
1908	39905	169133
1909	39912	169054
1910	39917	168967
1911	39922	168877
1912	39927	168787
1913	39931	168698
1914	39936	168610
1915	39941	168521
1916	39948	168442
1917	39953	168354
1918	39957	168264
1919	39962	168176
1920	39967	168088
1921	39972	168001
1922	39980	167924
1923	39985	167839
1924	39990	167751
1925	39995	167664
1926	39999	167576
1927	40005	167490
1928	40012	167414
1929	40017	167329
1930	40022	167241
1931	40027	167152
1932	40032	167066
1933	40037	166979
1934	40044	166902
1935	40049	166816
1936	40053	166729
1937	40058	166643
1938	40063	166554
1939	40068	166469
1940	40074	166387
1941	40080	166309
1942	40086	166225
1943	40091	166141
1944	40096	166056
1945	40102	165972
1946	40109	165896
1947	40114	165812
1948	40119	165726
1949	40124	165641
1950	40129	165555
1951	40134	165474
1952	40142	165401
1953	40149	165324
1954	40154	165240
1955	40160	165160
1956	40165	165076
1957	40174	165007
1958	40180	164925
1959	40185	164841
1960	40190	164759
1961	40195	164674
1962	40202	164598
1963	40209	164522
1964	40214	164437
1965	40219	164354
1966	40224	164271
1967	40229	164188
1968	40234	164104
1969	40240	164027
1970	40246	163945
1971	40251	163862
1972	40256	163778
1973	40261	163699
1974	40266	163614
1975	40274	163541
1976	40279	163462
1977	40285	163381
1978	40290	163298
1979	40295	163217
1980	40300	163136
1981	40308	163062
1982	40313	162980
1983	40317	162896
1984	40322	162814
1985	40327	162730
1986	40332	162648
1987	40339	162576
1988	40345	162495
1989	40350	162414
1990	40354	162331
1991	40359	162248
1992	40364	162166
1993	40371	162092
1994	40376	162011
1995	40381	161930
1996	40386	161850
1997	40392	161770
1998	40397	161690
1999	40404	161619
2000	40409	161537
2001	40414	161457
2002	40419	161374
2003	40424	161292
2004	40428	161210
2005	40436	161141
2006	40441	161060
2007	40446	160981
2008	40451	160900
2009	40456	160819
2010	40461	160738
2011	40466	160658
2012	40473	160587
2013	40478	160505
2014	40483	160426
2015	40487	160344
2016	40492	160263
2017	40497	160184
2018	40504	160113
2019	40510	160036
2020	40515	159958
2021	40520	159878
2022	40525	159799
2023	40530	159719
2024	40538	159651
2025	40544	159577
2026	40549	159497
2027	40554	159418
2028	40559	159340
2029	40565	159263
2030	40572	159193
2031	40577	159115
2032	40582	159036
2033	40587	158958
2034	40593	158882
2035	40598	158804
2036	40606	158736
2037	40611	158659
2038	40616	158583
2039	40622	158505
2040	40627	158428
2041	40634	158360
2042	40641	158287
2043	40646	158210
2044	40651	158132
2045	40656	158054
2046	40661	157978
2047	40669	157911
2048	40675	157838
2049	40681	157764
2050	40686	157686
2051	40691	157608
2052	40696	157531
2053	40703	157464
2054	40709	157390
2055	40714	157315
2056	40720	157238
2057	40725	157163
2058	40730	157086
2059	40738	157019
2060	40743	156943
2061	40747	156865
2062	40753	156790
2063	40758	156716
2064	40763	156638
2065	40771	156573
2066	40776	156496
2067	40781	156421
2068	40787	156347
2069	40792	156272
2070	40799	156205
2071	40805	156130
2072	40810	156055
2073	40815	155981
2074	40820	155906
2075	40825	155830
2076	40833	155763
2077	40838	155689
2078	40843	155612
2079	40847	155534
2080	40852	155459
2081	40857	155383
2082	40864	155316
2083	40870	155243
2084	40875	155171
2085	40880	155096
2086	40885	155020
2087	40890	154944
2088	40897	154877
2089	40902	154804
2090	40907	154729
2091	40913	154657
2092	40919	154585
2093	40926	154518
2094	40932	154448
2095	40937	154376
2096	40942	154302
2097	40947	154227
2098	40952	154151
2099	40960	154087
2100	40964	154011
2101	40969	153937
2102	40974	153863
2103	40979	153788
2104	40983	153714
2105	40988	153638
2106	40997	153578
2107	41002	153507
2108	41007	153432
2109	41012	153358
2110	41017	153285
2111	41025	153223
2112	41031	153152
2113	41036	153080
2114	41041	153008
2115	41047	152940
2116	41052	152867
2117	41060	152802
2118	41065	152729
2119	41070	152657
2120	41075	152586
2121	41081	152516
2122	41086	152444
2123	41094	152381
2124	41100	152313
2125	41105	152241
2126	41110	152169
2127	41115	152097
2128	41120	152025
2129	41128	151964
2130	41134	151894
2131	41139	151821
2132	41144	151750
2133	41149	151679
2134	41155	151608
2135	41163	151549
2136	41168	151478
2137	41174	151408
2138	41178	151335
2139	41184	151264
2140	41193	151207
2141	41198	151137
2142	41203	151066
2143	41208	150994
2144	41213	150922
2145	41218	150851
2146	41225	150789
2147	41231	150721
2148	41236	150651
2149	41241	150580
2150	41246	150510
2151	41251	150437
2152	41258	150374
2153	41263	150304
2154	41268	150232
2155	41273	150161
2156	41277	150089
2157	41282	150019
2158	41290	149957
2159	41295	149887
2160	41301	149821
2161	41306	149752
2162	41311	149680
2163	41316	149610
2164	41323	149548
2165	41329	149480
2166	41334	149409
2167	41338	149338
2168	41343	149268
2169	41348	149198
2170	41356	149136
2171	41361	149067
2172	41366	149001
2173	41371	148928
2174	41376	148859
2175	41381	148791
2176	41389	148731
2177	41394	148664
2178	41399	148594
2179	41404	148525
2180	41409	148454
2181	41413	148382
2182	41418	148313
2183	41425	148250
2184	41430	148184
2185	41436	148117
2186	41441	148047
2187	41446	147979
2188	41451	147910
2189	41458	147850
2190	41464	147783
2191	41469	147715
2192	41474	147646
2193	41478	147576
2194	41483	147508
2195	41491	147448
2196	41497	147384
2197	41502	147317
2198	41507	147249
2199	41513	147183
2200	41520	147123
2201	41526	147057
2202	41531	146989
2203	41536	146923
2204	41542	146858
2205	41547	146791
2206	41554	146729
2207	41559	146661
2208	41564	146595
2209	41568	146525
2210	41573	146458
2211	41579	146391
2212	41585	146328
2213	41591	146266
2214	41597	146200
2215	41602	146133
2216	41607	146067
2217	41613	146003
2218	41620	145944
2219	41626	145881
2220	41631	145813
2221	41636	145747
2222	41641	145678
2223	41646	145612
2224	41654	145556
2225	41659	145490
2226	41665	145426
2227	41670	145360
2228	41675	145293
2229	41680	145228
2230	41688	145172
2231	41695	145111
2232	41700	145045
2233	41705	144978
2234	41709	144911
2235	41715	144846
2236	41723	144791
2237	41729	144730
2238	41735	144668
2239	41741	144606
2240	41747	144540
2241	41754	144482
2242	41759	144418
2243	41764	144352
2244	41770	144289
2245	41775	144225
2246	41783	144169
2247	41789	144105
2248	41794	144042
2249	41799	143976
2250	41804	143910
2251	41808	143842
2252	41816	143786
2253	41820	143720
2254	41826	143656
2255	41831	143590
2256	41836	143525
2257	41841	143460
2258	41847	143401
2259	41854	143341
2260	41859	143276
2261	41864	143211
2262	41868	143145
2263	41873	143080
2264	41881	143024
2265	41886	142961
2266	41891	142898
2267	41896	142833
2268	41901	142769
2269	41907	142705
2270	41914	142648
2271	41919	142585
2272	41924	142522
2273	41930	142458
2274	41934	142394
2275	41939	142328
2276	41947	142274
2277	41952	142210
2278	41957	142147
2279	41962	142084
2280	41969	142025
2281	41974	141963
2282	41981	141906
2283	41987	141847
2284	41993	141785
2285	41999	141724
2286	42004	141660
2287	42011	141605
2288	42017	141543
2289	42021	141479
2290	42026	141416
2291	42032	141353
2292	42036	141289
2293	42041	141226
2294	42048	141170
2295	42054	141109
2296	42059	141046
2297	42064	140983
2298	42069	140920
2299	42074	140858
2300	42081	140802
2301	42087	140742
2302	42092	140681
2303	42098	140620
2304	42104	140559
2305	42111	140504
2306	42117	140444
2307	42121	140382
2308	42126	140319
2309	42132	140257
2310	42136	140194
2311	42143	140139
2312	42149	140079
2313	42154	140015
2314	42159	139955
2315	42164	139893
2316	42169	139830
2317	42177	139778
2318	42182	139718
2319	42188	139657
2320	42193	139596
2321	42198	139535
2322	42204	139476
2323	42211	139421
2324	42215	139358
2325	42221	139298
2326	42227	139239
2327	42232	139179
2328	42237	139117
2329	42245	139066
2330	42251	139008
2331	42257	138949
2332	42263	138890
2333	42268	138829
2334	42275	138775
2335	42280	138713
2336	42285	138654
2337	42290	138591
2338	42295	138530
2339	42300	138469
2340	42304	138407
2341	42312	138355
2342	42317	138293
2343	42322	138232
2344	42326	138170
2345	42331	138110
2346	42336	138049
2347	42343	137995
2348	42350	137940
2349	42355	137880
2350	42360	137820
2351	42365	137759
2352	42370	137699
2353	42375	137637
2354	42382	137585
2355	42388	137527
2356	42392	137465
2357	42397	137405
2358	42403	137346
2359	42407	137286
2360	42414	137232
2361	42420	137173
2362	42424	137113
2363	42429	137051
2364	42434	136991
2365	42439	136931
2366	42446	136880
2367	42452	136822
2368	42457	136764
2369	42462	136703
2370	42467	136644
2371	42472	136584
2372	42479	136531
2373	42486	136478
2374	42491	136419
2375	42495	136359
2376	42500	136298
2377	42505	136239
2378	42512	136187
2379	42519	136133
2380	42524	136073
2381	42529	136014
2382	42535	135958
2383	42540	135901
2384	42547	135849
2385	42553	135792
2386	42558	135733
2387	42563	135674
2388	42568	135616
2389	42575	135564
2390	42580	135506
2391	42586	135450
2392	42591	135392
2393	42596	135333
2394	42601	135276
2395	42609	135226
2396	42615	135171
2397	42620	135111
2398	42625	135054
2399	42630	134997
2400	42635	134939
2401	42643	134890
2402	42650	134837
2403	42656	134781
2404	42660	134722
2405	42666	134666
2406	42673	134615
2407	42678	134558
2408	42683	134500
2409	42689	134444
2410	42693	134385
2411	42698	134328
2412	42707	134280
2413	42713	134226
2414	42717	134168
2415	42722	134109
2416	42727	134050
2417	42732	133993
2418	42739	133943
2419	42745	133888
2420	42750	133831
2421	42756	133776
2422	42762	133722
2423	42770	133674
2424	42776	133620
2425	42781	133564
2426	42786	133507
2427	42791	133451
2428	42797	133394
2429	42804	133345
2430	42809	133287
2431	42814	133232
2432	42819	133176
2433	42824	133117
2434	42828	133059
2435	42835	133009
2436	42841	132953
2437	42846	132896
2438	42851	132839
2439	42855	132782
2440	42860	132723
2441	42867	132675
2442	42872	132618
2443	42879	132568
2444	42884	132512
2445	42889	132456
2446	42894	132400
2447	42903	132354
2448	42909	132302
2449	42913	132244
2450	42919	132191
2451	42924	132134
2452	42929	132078
2453	42937	132031
2454	42943	131977
2455	42948	131922
2456	42953	131867
2457	42958	131811
2458	42965	131762
2459	42971	131709
2460	42977	131656
2461	42982	131600
2462	42987	131545
2463	42992	131489
2464	43000	131443
2465	43006	131392
2466	43011	131337
2467	43016	131281
2468	43021	131225
2469	43027	131173
2470	43036	131128
2471	43041	131074
2472	43046	131019
2473	43051	130964
2474	43056	130908
2475	43061	130854
2476	43068	130805
2477	43074	130751
2478	43079	130697
2479	43084	130642
2480	43089	130587
2481	43093	130531
2482	43102	130486
2483	43107	130432
2484	43112	130378
2485	43117	130323
2486	43122	130267
2487	43127	130213
2488	43134	130164
2489	43138	130109
2490	43144	130057
2491	43149	130002
2492	43154	129948
2493	43159	129892
2494	43166	129845
2495	43172	129795
2496	43177	129741
2497	43183	129688
2498	43188	129634
2499	43193	129581
2500	43201	129534
2501	43207	129484
2502	43212	129429
2503	43217	129375
2504	43221	129320
2505	43229	129273
2506	43234	129220
2507	43239	129167
2508	43244	129113
2509	43248	129057
2510	43253	129003
2511	43258	128949
2512	43265	128901
2513	43271	128850
2514	43276	128797
2515	43281	128743
2516	43286	128690
2517	43291	128635
2518	43298	128589
2519	43303	128536
2520	43309	128486
2521	43314	128432
2522	43319	128380
2523	43324	128327
2524	43332	128281
2525	43337	128228
2526	43342	128174
2527	43347	128122
2528	43352	128068
2529	43357	128014
2530	43364	127970
2531	43370	127918
2532	43375	127865
2533	43380	127812
2534	43385	127761
2535	43391	127709
2536	43398	127663
2537	43404	127614
2538	43409	127562
2539	43415	127512
2540	43421	127462
2541	43429	127416
2542	43433	127363
2543	43438	127311
2544	43444	127260
2545	43448	127206
2546	43453	127152
2547	43461	127109
2548	43465	127055
2549	43470	127003
2550	43475	126950
2551	43481	126901
2552	43486	126849
2553	43493	126803
2554	43498	126751
2555	43504	126699
2556	43508	126647
2557	43513	126594
2558	43518	126541
2559	43523	126490
2560	43530	126443
2561	43535	126392
2562	43540	126340
2563	43545	126289
2564	43550	126237
2565	43555	126186
2566	43563	126142
2567	43568	126091
2568	43574	126040
2569	43579	125990
2570	43584	125939
2571	43592	125895
2572	43597	125845
2573	43602	125792
2574	43606	125739
2575	43611	125688
2576	43616	125637
2577	43624	125593
2578	43629	125543
2579	43635	125494
2580	43641	125446
2581	43647	125397
2582	43652	125347
2583	43659	125302
2584	43665	125252
2585	43670	125202
2586	43675	125151
2587	43680	125099
2588	43685	125049
2589	43693	125006
2590	43697	124954
2591	43703	124906
2592	43708	124854
2593	43713	124805
2594	43718	124754
2595	43727	124714
2596	43732	124663
2597	43737	124612
2598	43743	124565
2599	43748	124516
2600	43757	124475
2601	43762	124424
2602	43767	124373
2603	43772	124323
2604	43777	124273
2605	43782	124223
2606	43789	124179
2607	43795	124130
2608	43800	124081
2609	43805	124031
2610	43810	123980
2611	43815	123930
2612	43821	123885
2613	43827	123835
2614	43832	123785
2615	43836	123735
2616	43842	123686
2617	43847	123638
2618	43855	123596
2619	43861	123547
2620	43866	123500
2621	43872	123451
2622	43877	123401
2623	43882	123351
2624	43890	123310
2625	43896	123263
2626	43902	123216
2627	43907	123167
2628	43912	123117
2629	43919	123075
2630	43923	123023
2631	43928	122973
2632	43933	122923
2633	43939	122877
2634	43945	122829
2635	43952	122787
2636	43957	122738
2637	43963	122690
2638	43968	122642
2639	43973	122592
2640	43978	122543
2641	43986	122504
2642	43992	122456
2643	43997	122407
2644	44001	122356
2645	44006	122308
2646	44013	122262
2647	44021	122224
2648	44028	122178
2649	44033	122130
2650	44038	122082
2651	44043	122033
2652	44048	121984
2653	44055	121941
2654	44060	121893
2655	44065	121844
2656	44070	121795
2657	44075	121746
2658	44080	121699
2659	44088	121657
2660	44093	121608
2661	44097	121558
2662	44103	121511
2663	44107	121462
2664	44113	121414
2665	44120	121372
2666	44125	121324
2667	44131	121278
2668	44136	121230
2669	44141	121182
2670	44147	121136
2671	44154	121094
2672	44159	121046
2673	44164	120998
2674	44169	120950
2675	44174	120901
2676	44182	120861
2677	44187	120813
2678	44192	120765
2679	44196	120717
2680	44201	120668
2681	44207	120621
2682	44214	120580
2683	44219	120533
2684	44224	120486
2685	44230	120439
2686	44235	120391
2687	44240	120345
2688	44245	120297
2689	44253	120257
2690	44258	120210
2691	44263	120161
2692	44268	120114
2693	44273	120067
2694	44278	120019
2695	44285	119978
2696	44290	119931
2697	44296	119885
2698	44301	119837
2699	44306	119790
2700	44311	119744
2701	44318	119702
2702	44324	119658
2703	44329	119610
2704	44334	119562
2705	44339	119516
2706	44345	119471
2707	44353	119432
2708	44358	119386
2709	44364	119341
2710	44369	119296
2711	44374	119248
2712	44381	119207
2713	44387	119162
2714	44392	119115
2715	44396	119066
2716	44401	119020
2717	44407	118974
2718	44412	118927
2719	44418	118886
2720	44424	118840
2721	44429	118794
2722	44434	118746
2723	44438	118698
2724	44443	118652
2725	44451	118614
2726	44456	118566
2727	44461	118520
2728	44467	118476
2729	44472	118431
2730	44477	118385
2731	44485	118345
2732	44491	118300
2733	44495	118253
2734	44500	118208
2735	44506	118163
2736	44512	118118
2737	44519	118078
2738	44524	118032
2739	44529	117987
2740	44534	117940
2741	44539	117894
2742	44544	117849
2743	44552	117810
2744	44557	117764
2745	44562	117720
2746	44568	117675
2747	44573	117630
2748	44578	117583
2749	44585	117544
2750	44591	117499
2751	44596	117454
2752	44600	117406
2753	44605	117360
2754	44610	117314
2755	44617	117274
2756	44623	117232
2757	44629	117188
2758	44633	117141
2759	44639	117097
2760	44646	117057
2761	44651	117013
2762	44656	116967
2763	44661	116921
2764	44666	116874
2765	44671	116830
2766	44679	116792
2767	44685	116750
2768	44690	116705
2769	44695	116659
2770	44699	116613
2771	44705	116569
2772	44712	116529
2773	44717	116484
2774	44722	116439
2775	44727	116395
2776	44732	116350
2777	44737	116304
2778	44745	116266
2779	44749	116220
2780	44754	116175
2781	44759	116131
2782	44765	116087
2783	44770	116042
2784	44777	116003
2785	44782	115959
2786	44788	115915
2787	44792	115870
2788	44797	115824
2789	44802	115780
2790	44809	115741
2791	44815	115697
2792	44820	115653
2793	44825	115608
2794	44830	115564
2795	44835	115521
2796	44843	115484
2797	44848	115439
2798	44854	115396
2799	44860	115354
2800	44865	115311
2801	44872	115273
2802	44879	115231
2803	44885	115190
2804	44890	115147
2805	44895	115102
2806	44900	115058
2807	44907	115018
2808	44911	114973
2809	44916	114929
2810	44922	114887
2811	44927	114843
2812	44932	114799
2813	44939	114761
2814	44944	114717
2815	44950	114673
2816	44955	114629
2817	44959	114583
2818	44964	114540
2819	44972	114504
2820	44976	114459
2821	44982	114417
2822	44987	114373
2823	44992	114329
2824	44997	114284
2825	45004	114246
2826	45010	114206
2827	45016	114164
2828	45021	114122
2829	45027	114079
2830	45031	114034
2831	45038	113996
2832	45043	113952
2833	45048	113908
2834	45052	113863
2835	45057	113820
2836	45063	113779
2837	45071	113743
2838	45077	113701
2839	45082	113657
2840	45087	113614
2841	45093	113573
2842	45099	113533
2843	45106	113496
2844	45111	113452
2845	45116	113408
2846	45121	113365
2847	45125	113321
2848	45130	113278
2849	45138	113242
2850	45144	113202
2851	45149	113159
2852	45154	113115
2853	45159	113072
2854	45164	113030
2855	45169	112986
2856	45176	112950
2857	45182	112909
2858	45187	112866
2859	45192	112822
2860	45196	112779
2861	45202	112736
2862	45208	112698
2863	45215	112658
2864	45220	112616
2865	45225	112574
2866	45230	112531
2867	45238	112495
2868	45243	112454
2869	45248	112411
2870	45253	112369
2871	45258	112327
2872	45264	112286
2873	45272	112250
2874	45277	112208
2875	45281	112165
2876	45286	112121
2877	45290	112078
2878	45295	112035
2879	45301	111995
2880	45307	111955
2881	45313	111915
2882	45318	111873
2883	45323	111831
2884	45328	111789
2885	45335	111753
2886	45340	111711
2887	45346	111669
2888	45351	111628
2889	45356	111587
2890	45361	111545
2891	45368	111508
2892	45373	111465
2893	45379	111426
2894	45384	111384
2895	45391	111346
2896	45396	111304
2897	45403	111268
2898	45409	111229
2899	45415	111189
2900	45419	111146
2901	45424	111104
2902	45430	111063
2903	45437	111027
2904	45442	110987
2905	45448	110945
2906	45453	110904
2907	45458	110863
2908	45466	110828
2909	45472	110790
2910	45477	110748
2911	45482	110707
2912	45487	110665
2913	45491	110623
2914	45498	110584
2915	45504	110545
2916	45509	110506
2917	45514	110463
2918	45519	110422
2919	45525	110382
2920	45533	110348
2921	45538	110308
2922	45543	110268
2923	45548	110226
2924	45554	110186
2925	45559	110146
2926	45566	110110
2927	45571	110069
2928	45577	110029
2929	45581	109986
2930	45586	109945
2931	45591	109904
2932	45596	109862
2933	45603	109828
2934	45609	109788
2935	45614	109748
2936	45619	109707
2937	45624	109666
2938	45632	109632
2939	45638	109594
2940	45643	109554
2941	45648	109512
2942	45653	109472
2943	45659	109433
2944	45667	109399
2945	45673	109362
2946	45678	109321
2947	45683	109280
2948	45687	109238
2949	45693	109198
2950	45700	109163
2951	45706	109125
2952	45711	109085
2953	45716	109045
2954	45721	109004
2955	45727	108965
2956	45734	108930
2957	45739	108890
2958	45745	108851
2959	45750	108812
2960	45755	108771
2961	45760	108731
2962	45767	108697
2963	45773	108658
2964	45778	108618
2965	45783	108578
2966	45788	108538
2967	45795	108503
2968	45802	108465
2969	45806	108424
2970	45812	108385
2971	45817	108345
2972	45821	108304
2973	45826	108263
2974	45833	108228
2975	45838	108188
2976	45843	108148
2977	45849	108110
2978	45854	108071
2979	45862	108038
2980	45868	108000
2981	45873	107960
2982	45878	107920
2983	45882	107880
2984	45887	107840
2985	45895	107806
2986	45900	107766
2987	45905	107728
2988	45910	107688
2989	45915	107648
2990	45920	107609
2991	45928	107575
2992	45933	107536
2993	45938	107497
2994	45944	107458
2995	45949	107420
2996	45955	107382
2997	45962	107347
2998	45967	107307
2999	45972	107269
3000	45977	107228
3001	45982	107189
3002	45986	107149
3003	45993	107113
3004	45999	107076
3005	46004	107038
3006	46010	106999
3007	46015	106960
3008	46019	106920
3009	46024	106881
3010	46033	106849
3011	46039	106813
3012	46045	106776
3013	46050	106738
3014	46055	106698
3015	46062	106665
3016	46068	106627
3017	46073	106587
3018	46078	106549
3019	46082	106509
3020	46088	106471
3021	46096	106438
3022	46101	106401
3023	46106	106362
3024	46112	106325
3025	46117	106286
3026	46122	106247
3027	46129	106214
3028	46135	106176
3029	46140	106137
3030	46144	106098
3031	46150	106060
3032	46155	106022
3033	46162	105988
3034	46168	105951
3035	46173	105912
3036	46178	105873
3037	46183	105834
3038	46188	105798
3039	46196	105764
3040	46201	105727
3041	46206	105688
3042	46211	105649
3043	46216	105610
3044	46223	105577
3045	46229	105542
3046	46234	105503
3047	46239	105465
3048	46244	105426
3049	46250	105390
3050	46258	105358
3051	46264	105322
3052	46269	105284
3053	46275	105249
3054	46280	105210
3055	46286	105173
3056	46293	105140
3057	46298	105103
3058	46303	105064
3059	46308	105026
3060	46313	104988
3061	46318	104951
3062	46327	104920
3063	46331	104881
3064	46336	104843
3065	46341	104805
3066	46346	104768
3067	46352	104730
3068	46359	104697
3069	46365	104661
3070	46370	104623
3071	46375	104586
3072	46380	104549
3073	46388	104518
3074	46394	104482
3075	46399	104445
3076	46404	104406
3077	46409	104368
3078	46414	104331
3079	46420	104296
3080	46427	104261
3081	46433	104226
3082	46438	104189
3083	46443	104152
3084	46449	104115
3085	46458	104087
3086	46463	104049
3087	46468	104011
3088	46472	103972
3089	46477	103935
3090	46482	103898
3091	46490	103867
3092	46496	103831
3093	46501	103793
3094	46506	103757
3095	46511	103720
3096	46517	103684
3097	46525	103653
3098	46530	103616
3099	46535	103579
3100	46541	103543
3101	46546	103506
3102	46553	103473
3103	46558	103436
3104	46563	103400
3105	46568	103362
3106	46573	103326
3107	46579	103290
3108	46587	103258
3109	46593	103225
3110	46599	103188
3111	46604	103152
3112	46609	103116
3113	46615	103080
3114	46623	103049
3115	46628	103013
3116	46634	102978
3117	46639	102942
3118	46645	102907
3119	46653	102875
3120	46658	102841
3121	46664	102804
3122	46669	102768
3123	46674	102731
3124	46679	102695
3125	46687	102664
3126	46693	102629
3127	46697	102591
3128	46703	102555
3129	46708	102519
3130	46712	102481
3131	46720	102450
3132	46725	102414
3133	46730	102377
3134	46735	102340
3135	46740	102304
3136	46745	102268
3137	46752	102236
3138	46758	102201
3139	46763	102165
3140	46769	102129
3141	46774	102094
3142	46780	102059
3143	46788	102029
3144	46793	101993
3145	46798	101957
3146	46803	101919
3147	46807	101883
3148	46813	101847
3149	46820	101815
3150	46825	101780
3151	46831	101744
3152	46836	101708
3153	46841	101673
3154	46846	101637
3155	46854	101606
3156	46859	101570
3157	46863	101533
3158	46868	101496
3159	46873	101460
3160	46878	101424
3161	46885	101392
3162	46891	101358
3163	46896	101322
3164	46901	101287
3165	46906	101251
3166	46911	101215
3167	46919	101184
3168	46925	101150
3169	46931	101116
3170	46936	101080
3171	46941	101045
3172	46946	101008
3173	46952	100976
3174	46958	100942
3175	46963	100905
3176	46968	100870
3177	46973	100834
3178	46978	100798
3179	46982	100761
3180	46990	100731
3181	46996	100697
3182	47001	100663
3183	47006	100627
3184	47011	100591
3185	47018	100560
3186	47025	100528
3187	47030	100492
3188	47035	100456
3189	47041	100423
3190	47046	100388
3191	47053	100357
3192	47059	100322
3193	47064	100289
3194	47070	100254
3195	47075	100219
3196	47082	100188
3197	47088	100155
3198	47094	100121
3199	47099	100086
3200	47105	100052
3201	47110	100017
3202	47117	99986
3203	47122	99951
3204	47128	99918
3205	47133	99883
3206	47138	99846
3207	47143	99812
3208	47151	99783
3209	47158	99752
3210	47162	99715
3211	47167	99679
3212	47172	99645
3213	47177	99610
3214	47184	99579
3215	47190	99545
3216	47195	99510
3217	47200	99475
3218	47205	99440
3219	47209	99404
3220	47217	99374
3221	47222	99340
3222	47227	99305
3223	47233	99271
3224	47238	99236
3225	47243	99202
3226	47250	99171
3227	47255	99137
3228	47260	99102
3229	47265	99067
3230	47271	99033
3231	47279	99005
