iter	RMSE
143	29.14336542
144	28.99955201
145	28.85361448
146	28.70972908
147	28.56614553
148	28.42474936
149	28.28411531
150	28.14266906
151	28.00241973
152	27.86418738
153	27.72933557
154	27.59165893
155	27.45415819
156	27.31931993
157	27.18420901
158	27.05010077
159	26.91745252
160	26.78470357
161	26.65279996
162	26.52219902
163	26.39321034
164	26.26463079
165	26.13599566
166	26.00732937
167	25.87966754
168	25.75301004
169	25.62688746
170	25.50128469
171	25.37782872
172	25.2548109
173	25.13330202
174	25.01234638
175	24.89164184
176	24.77160175
177	24.65207649
178	24.53227937
179	24.41343662
180	24.29602025
181	24.17921351
182	24.06239644
183	23.94725553
184	23.83263781
185	23.71819845
186	23.60467055
187	23.4912583
188	23.379824
189	23.26999016
190	23.15991568
191	23.05018318
192	22.9404772
193	22.83150745
194	22.7238069
195	22.61579989
196	22.50934347
197	22.40256697
198	22.29710263
199	22.19161223
200	22.08670699
201	21.98352505
202	21.87982384
203	21.77721223
204	21.67508057
205	21.57377132
206	21.47288019
207	21.37290043
208	21.27369445
209	21.17522612
210	21.07663889
211	20.97887137
212	20.88030784
213	20.78366758
214	20.68848744
215	20.59231789
216	20.4973344
217	20.40176883
218	20.30747164
219	20.21474115
220	20.12140012
221	20.02976569
222	19.93825729
223	19.84738961
224	19.75729421
225	19.66649038
226	19.57734414
227	19.4882068
228	19.40050563
229	19.31340014
230	19.22584018
231	19.13897719
232	19.05273446
233	18.96809355
234	18.88206109
235	18.79729767
236	18.71325079
237	18.62792735
238	18.54460241
239	18.46143474
240	18.37849317
241	18.29795843
242	18.21563354
243	18.13562526
244	18.05477896
245	17.97452504
246	17.89507765
247	17.81645495
248	17.73838133
249	17.66053129
250	17.58236918
251	17.50447463
252	17.4276804
253	17.35042071
254	17.27432101
255	17.19995687
256	17.12471425
257	17.04938223
258	16.97435731
259	16.90132629
260	16.82842164
261	16.75462776
262	16.68298613
263	16.6120656
264	16.53892002
265	16.46676035
266	16.39596929
267	16.3266299
268	16.25662032
269	16.18597304
270	16.11636862
271	16.04789879
272	15.98034335
273	15.91186625
274	15.84384486
275	15.77662704
276	15.7095262
277	15.64204605
278	15.57668616
279	15.51088473
280	15.44452538
281	15.37943368
282	15.31394102
283	15.24876792
284	15.18592918
285	15.12199123
286	15.05933482
287	14.99543372
288	14.93370676
289	14.87065462
290	14.80852487
291	14.74657868
292	14.68646786
293	14.62443448
294	14.56443696
295	14.50574952
296	14.44652675
297	14.387585
298	14.32781103
299	14.26814152
300	14.21075213
301	14.15204615
302	14.09356189
303	14.03710222
304	13.9803302
305	13.92429231
306	13.86670059
307	13.81048993
308	13.75567446
309	13.6990874
310	13.64419987
311	13.58943005
312	13.53502072
313	13.48027112
314	13.42709553
315	13.37418691
316	13.32051823
317	13.26707209
318	13.21482604
319	13.16347789
320	13.11140563
321	13.05886705
322	13.00784275
323	12.95627574
324	12.90431095
325	12.85276358
326	12.80207547
327	12.75139197
328	12.7006531
329	12.65204306
330	12.60240704
331	12.55325003
332	12.50415274
333	12.45627417
334	12.40897471
335	12.3606408
336	12.3133122
337	12.26660997
338	12.21962579
339	12.17258329
340	12.1254768
341	12.07868585
342	12.03258685
343	11.98683917
344	11.94104718
345	11.89463744
346	11.85004608
347	11.80505797
348	11.76063157
349	11.71606452
350	11.67200144
351	11.62894975
352	11.585611
353	11.54228616
354	11.4990766
355	11.45596752
356	11.41273018
357	11.37001806
358	11.32784695
359	11.286246
360	11.24440475
361	11.20346316
362	11.16266677
363	11.12143017
364	11.08035058
365	11.03910014
366	10.99905528
367	10.95947353
368	10.92018591
369	10.88069502
370	10.84144524
371	10.80201818
372	10.76412781
373	10.72564731
374	10.68787012
375	10.65014387
376	10.6122114
377	10.57521159
378	10.53778985
379	10.50096673
380	10.46339184
381	10.42623858
382	10.38989284
383	10.35383221
384	10.31789189
385	10.28199583
386	10.2465024
387	10.21121437
388	10.17634542
389	10.14133865
390	10.10730121
391	10.0719519
392	10.0383241
393	10.00457514
394	9.969957519
395	9.93603
396	9.903533461
397	9.869977462
398	9.837164213
399	9.804343027
400	9.771739614
401	9.739321843
402	9.706419975
403	9.673784183
404	9.642267803
405	9.61072371
406	9.578031282
407	9.546287873
408	9.515229046
409	9.484770656
410	9.454466332
411	9.423373278
412	9.393267909
413	9.362723006
414	9.332700631
415	9.302484342
416	9.272452973
417	9.242279701
418	9.21283886
419	9.183852196
420	9.155000091
421	9.125884872
422	9.096903705
423	9.068447954
424	9.040424433
425	9.011960131
426	8.984280355
427	8.955864659
428	8.928686165
429	8.900831983
430	8.873573986
431	8.846964067
432	8.819927917
433	8.793135409
434	8.766680775
435	8.739874988
436	8.71354773
437	8.68710374
438	8.660651132
439	8.634817005
440	8.608760904
441	8.582732743
442	8.556860593
443	8.531673663
444	8.506151466
445	8.481360523
446	8.456309868
447	8.431005747
448	8.406768803
449	8.382567957
450	8.358235978
451	8.334390544
452	8.310871181
453	8.287120011
454	8.262864304
455	8.23880876
456	8.215600306
457	8.192256567
458	8.170281141
459	8.147032656
460	8.124028066
461	8.100854551
462	8.077849567
463	8.055673078
464	8.033464928
465	8.01074422
466	7.98898043
467	7.967632434
468	7.945982731
469	7.924653967
470	7.903496903
471	7.882287066
472	7.861440076
473	7.840636338
474	7.820104192
475	7.799222625
476	7.778117781
477	7.757109619
478	7.73680929
479	7.716581959
480	7.696219795
481	7.675655781
482	7.655545206
483	7.635157423
484	7.614350083
485	7.594432789
486	7.575145405
487	7.555854614
488	7.53687857
489	7.517964687
490	7.499265089
491	7.479620553
492	7.460507384
493	7.441273685
494	7.421866888
495	7.403461074
496	7.385253474
497	7.36718129
498	7.348709869
499	7.33083345
500	7.312666427
501	7.294964167
502	7.277623409
503	7.259669579
504	7.242277083
505	7.22531528
506	7.207384964
507	7.190600715
508	7.173778921
509	7.156991179
510	7.140250906
511	7.123122631
512	7.106685277
513	7.08996069
514	7.072975056
515	7.056965907
516	7.040783172
517	7.025017318
518	7.008539588
519	6.99163775
520	6.974913545
521	6.958728924
522	6.943265757
523	6.926954478
524	6.911399208
525	6.896062142
526	6.880392742
527	6.864642769
528	6.849709337
529	6.834939799
530	6.820118414
531	6.8046449
532	6.789239398
533	6.773527811
534	6.75909186
535	6.743670403
536	6.728731143
537	6.714591424
538	6.70064818
539	6.686532908
540	6.672631809
541	6.658479285
542	6.644690732
543	6.631147979
544	6.616834313
545	6.603422143
546	6.58983204
547	6.576571668
548	6.563344357
549	6.550187501
550	6.537204634
551	6.523663402
552	6.510089787
553	6.497393674
554	6.484643973
555	6.47196796
556	6.459021653
557	6.446404747
558	6.434036984
559	6.421491703
560	6.408485979
561	6.395885913
562	6.383113094
563	6.370117187
564	6.357402786
565	6.345552266
566	6.333748096
567	6.322289584
568	6.309817345
569	6.297689347
570	6.286076804
571	6.274220031
572	6.262878494
573	6.251084128
574	6.239866919
575	6.228758979
576	6.217749924
577	6.206455976
578	6.195449669
579	6.184554446
580	6.173821699
581	6.162066295
582	6.151388049
583	6.140753899
584	6.129785859
585	6.118807394
586	6.107817936
587	6.097328655
588	6.086825931
589	6.076607347
590	6.06596034
591	6.055160364
592	6.044558095
593	6.034560624
594	6.02467206
595	6.015008527
596	6.004947781
597	5.994286287
598	5.984675257
599	5.974461514
600	5.964835364
601	5.954590945
602	5.945224923
603	5.935007334
604	5.925631276
605	5.916134894
606	5.906830285
607	5.897088184
608	5.888058914
609	5.879020853
610	5.870003381
611	5.860586588
612	5.851721436
613	5.841713344
614	5.832576198
615	5.823387183
616	5.814136467
617	5.804750095
618	5.795776133
619	5.787256141
620	5.778217685
621	5.769270333
622	5.760174073
623	5.751894275
624	5.742933555
625	5.734544393
626	5.726477967
627	5.718024095
628	5.709561584
629	5.700969837
630	5.693068593
631	5.684684419
632	5.676065162
633	5.668287009
634	5.659946316
635	5.652219028
636	5.644587057
637	5.636834161
638	5.629167555
639	5.62153154
640	5.613236022
641	5.604940484
642	5.59684171
643	5.589226485
644	5.581908615
645	5.574654943
646	5.567549519
647	5.560414927
648	5.55265645
649	5.54555201
650	5.538533527
651	5.531331662
652	5.524337378
653	5.517390742
654	5.509828355
655	5.502945249
656	5.496145772
657	5.488744857
658	5.481946483
659	5.475301006
660	5.468464896
661	5.461905153
662	5.454495966
663	5.448063113
664	5.441461735
665	5.434536549
666	5.428056711
667	5.421679869
668	5.415380984
669	5.408795912
670	5.402586198
671	5.395911846
672	5.389388293
673	5.383316436
674	5.376795208
675	5.370569176
676	5.36454076
677	5.358330497
678	5.352336733
679	5.345565829
680	5.33875671
681	5.332425045
682	5.326719051
683	5.321010031
684	5.315336747
685	5.309326252
686	5.303463425
687	5.297793335
688	5.292040343
689	5.286503961
690	5.280237813
691	5.274858477
692	5.268676661
693	5.262812324
694	5.257491535
695	5.251600472
696	5.245807419
697	5.240457881
698	5.234715251
699	5.229227822
700	5.22410974
701	5.218830875
702	5.213682809
703	5.208653936
704	5.203118815
705	5.19803258
706	5.193099112
707	5.188115352
708	5.183232391
709	5.178244924
710	5.173039351
711	5.167504814
712	5.162743195
713	5.157725137
714	5.152683126
715	5.148025734
716	5.143070955
717	5.138530714
718	5.133801081
719	5.128867252
720	5.123863615
721	5.119028673
722	5.114452347
723	5.109929204
724	5.104960799
725	5.100223411
726	5.095699637
727	5.090947961
728	5.086601101
729	5.081992097
730	5.077316455
731	5.072948012
732	5.068621567
733	5.064274221
734	5.059307957
735	5.054649092
736	5.049685441
737	5.045184445
738	5.041111708
739	5.037021217
740	5.032793353
741	5.028275143
742	5.023912863
743	5.019866435
744	5.01534724
745	5.011232315
746	5.007334667
747	5.003435892
748	4.999177213
749	4.995295657
750	4.991126848
751	4.987175136
752	4.983205564
753	4.978786414
754	4.975113676
755	4.971227432
756	4.966750946
757	4.962397897
758	4.95875441
759	4.95518346
760	4.951552252
761	4.947973184
762	4.944241535
763	4.940662485
764	4.937191018
765	4.933634828
766	4.929616332
767	4.926257475
768	4.922080487
769	4.918629866
770	4.915221235
771	4.911360809
772	4.907462278
773	4.904104699
774	4.900693751
775	4.897402225
776	4.894112708
777	4.890557923
778	4.887133731
779	4.883404384
780	4.880121983
781	4.876900127
782	4.8734267
783	4.870244756
784	4.867044825
785	4.864035882
786	4.860834841
787	4.857721266
788	4.853690503
789	4.850294779
790	4.847195199
791	4.844142802
792	4.840901387
793	4.837861467
794	4.834884224
795	4.83179809
796	4.828003094
797	4.82511093
798	4.822178813
799	4.819166872
800	4.816278289
801	4.813008343
802	4.810274188
803	4.807434464
804	4.804565589
805	4.801784578
806	4.798858515
807	4.795697596
808	4.792818415
809	4.78994212
810	4.787132134
811	4.784063403
812	4.781398902
813	4.777939046
814	4.774984868
815	4.772456164
816	4.769761733
817	4.766917693
818	4.764290008
819	4.761450427
820	4.758870238
821	4.756028407
822	4.753443022
823	4.750829219
824	4.748349947
825	4.745709145
826	4.742625398
827	4.739931042
828	4.737258192
829	4.734395977
830	4.730953087
831	4.728304545
832	4.725883988
833	4.723327101
834	4.720729064
835	4.718332323
836	4.715464292
837	4.71296366
838	4.710639623
839	4.708045668
840	4.70564279
841	4.703419325
842	4.700862356
843	4.698435045
844	4.695228665
845	4.692977896
846	4.690235449
847	4.688022158
848	4.685786959
849	4.683408441
850	4.680976643
851	4.678716946
852	4.6764699
853	4.674029963
854	4.671871253
855	4.66969098
856	4.667512054
857	4.665279051
858	4.663107215
859	4.661002489
860	4.658924197
861	4.656660372
862	4.654274299
863	4.6520895
864	4.64988758
865	4.647810963
866	4.645588336
867	4.643391489
868	4.641246519
869	4.639200341
870	4.636368976
871	4.633809509
872	4.631825515
873	4.629819758
874	4.627927199
875	4.625877901
876	4.623892682
877	4.621960647
878	4.619960496
879	4.617994491
880	4.615426022
881	4.61321875
882	4.611358078
883	4.609279063
884	4.607348037
885	4.605501696
886	4.603568654
887	4.60174676
888	4.599976301
889	4.598189751
890	4.595811845
891	4.593647191
892	4.59147935
893	4.589738178
894	4.587955463
895	4.585304093
896	4.583328298
897	4.581447449
898	4.579730857
899	4.577657796
900	4.575907864
901	4.574263188
902	4.572542729
903	4.570724997
904	4.569054604
905	4.566415653
906	4.564677947
907	4.56289148
908	4.561180094
909	4.559538131
910	4.55787816
911	4.556165695
912	4.554472025
913	4.55274728
914	4.551187179
915	4.54950624
916	4.54779335
917	4.546143499
918	4.543921684
919	4.542382789
920	4.540630692
921	4.539046522
922	4.537579587
923	4.536015174
924	4.534275043
925	4.532764949
926	4.530549003
927	4.528964265
928	4.527243012
929	4.525689204
930	4.524172068
931	4.5227016
932	4.521082566
933	4.519655037
934	4.518063706
935	4.516548899
936	4.515058231
937	4.51338405
938	4.511856659
939	4.510128935
940	4.508618302
941	4.507117038
942	4.505678143
943	4.504246891
944	4.502890418
945	4.501386594
946	4.500038536
947	4.498122026
948	4.496752424
949	4.495382949
950	4.493835866
951	4.492347572
952	4.491002675
953	4.489546758
954	4.488131765
955	4.486777118
956	4.485491565
957	4.48409305
958	4.482821575
959	4.481019087
960	4.479220271
961	4.477925406
962	4.476511822
963	4.475296134
964	4.473913416
965	4.47264182
966	4.471303995
967	4.470133203
968	4.468443965
969	4.4670019
970	4.465604667
971	4.464214803
972	4.462758713
973	4.461555452
974	4.460239982
975	4.458618427
976	4.457177298
977	4.455931247
978	4.454713965
979	4.45332615
980	4.452129178
981	4.450897878
982	4.449775576
983	4.448465824
984	4.447337661
985	4.44605549
986	4.444685371
987	4.443228871
988	4.442003334
989	4.440372556
990	4.439105436
991	4.437936119
992	4.43653636
993	4.435123194
994	4.433868734
995	4.432672812
996	4.431341157
997	4.429712366
998	4.427605527
999	4.426260813
1000	4.425098685
1001	4.423866758
1002	4.422449383
1003	4.42125887
1004	4.419965156
1005	4.418861022
1006	4.417779403
1007	4.416462673
1008	4.415217225
1009	4.413973356
1010	4.412685631
1011	4.411509115
1012	4.410213608
1013	4.4090957
1014	4.407958619
1015	4.406849685
1016	4.40585813
1017	4.404823135
1018	4.403556756
1019	4.402218751
1020	4.40114031
1021	4.399979109
1022	4.398827854
1023	4.397365868
1024	4.396122306
1025	4.394615989
1026	4.39333878
1027	4.39229917
1028	4.39112295
1029	4.389993539
1030	4.388868997
1031	4.387751074
1032	4.386671064
1033	4.385526776
1034	4.384396829
1035	4.383198736
1036	4.381732917
1037	4.380409271
1038	4.379408505
1039	4.378333173
1040	4.377287144
1041	4.375998858
1042	4.374804894
1043	4.373743558
1044	4.37232776
1045	4.370995605
1046	4.369887253
1047	4.368635001
1048	4.367389298
1049	4.366234519
1050	4.365223003
1051	4.364163414
1052	4.363153629
1053	4.362092862
1054	4.361002781
1055	4.360053635
1056	4.359146426
1057	4.35800144
1058	4.357031089
1059	4.35580528
1060	4.354735758
1061	4.353567562
1062	4.352537211
1063	4.351363008
1064	4.350110502
1065	4.34910168
1066	4.348097796
1067	4.347003323
1068	4.345849302
1069	4.344795894
1070	4.343663092
1071	4.342409637
1072	4.341516126
1073	4.34066738
1074	4.339812987
1075	4.338712886
1076	4.337709859
1077	4.336470034
1078	4.335591815
1079	4.334373085
1080	4.333461733
1081	4.332430485
1082	4.331224054
1083	4.330274899
1084	4.328710859
1085	4.327740618
1086	4.326969149
1087	4.326042833
1088	4.324901114
1089	4.323360085
1090	4.322401736
1091	4.321252879
1092	4.320184097
1093	4.31936894
1094	4.31824728
1095	4.317218258
1096	4.316259468
1097	4.315330595
1098	4.314207564
1099	4.313281208
1100	4.312257811
1101	4.311290524
1102	4.310250796
1103	4.309099992
1104	4.30818642
1105	4.307326941
1106	4.306624394
1107	4.305384107
1108	4.304720004
1109	4.303942957
1110	4.302984951
1111	4.301920637
1112	4.301155027
1113	4.300086223
1114	4.299220801
1115	4.298373422
1116	4.297412867
1117	4.296342595
1118	4.295414417
1119	4.294537769
1120	4.293547908
1121	4.292841109
1122	4.292018519
1123	4.291090825
1124	4.290298764
1125	4.289429307
1126	4.288565155
1127	4.287672381
1128	4.286736212
1129	4.285733321
1130	4.284806682
1131	4.283558348
1132	4.282657666
1133	4.281869361
1134	4.280754947
1135	4.279961278
1136	4.279261763
1137	4.278429398
1138	4.277742493
1139	4.277051703
1140	4.276265754
1141	4.275231733
1142	4.274475524
1143	4.273810266
1144	4.272747222
1145	4.271950814
1146	4.271285569
1147	4.270348572
1148	4.269531585
1149	4.268693062
1150	4.267710658
1151	4.266719548
1152	4.265681906
1153	4.264849791
1154	4.263923686
1155	4.262971643
1156	4.262165261
1157	4.261412178
1158	4.260560581
1159	4.25974793
1160	4.258779417
1161	4.257919656
1162	4.25708118
1163	4.256398283
1164	4.255767244
1165	4.255159551
1166	4.254132732
1167	4.253278725
1168	4.252683973
1169	4.251923613
1170	4.250858464
1171	4.250002793
1172	4.249216454
1173	4.248488751
1174	4.247421165
1175	4.246791462
1176	4.246223074
1177	4.245363506
1178	4.244571334
1179	4.243908974
1180	4.24330902
1181	4.242548403
1182	4.241604169
1183	4.241057161
1184	4.240346785
1185	4.239644876
1186	4.239045052
1187	4.238241392
1188	4.237377753
1189	4.236644036
1190	4.235900163
1191	4.23502223
1192	4.234337285
1193	4.233775779
1194	4.232947387
1195	4.232233816
1196	4.231652952
1197	4.230763959
1198	4.229824283
1199	4.229066353
1200	4.228307311
1201	4.227440661
1202	4.226267643
1203	4.225582091
1204	4.224709819
1205	4.224145821
1206	4.223642872
1207	4.222874274
1208	4.222100331
1209	4.221239492
1210	4.2204635
1211	4.219640665
1212	4.219014224
1213	4.218244672
1214	4.217509472
1215	4.216706037
1216	4.216069209
1217	4.215118892
1218	4.214294571
1219	4.213446173
1220	4.212679512
1221	4.211973021
1222	4.211230322
1223	4.21017396
1224	4.209607349
1225	4.208938962
1226	4.207810698
1227	4.207190716
1228	4.206686424
1229	4.206000445
1230	4.205400057
1231	4.204822949
1232	4.204291002
1233	4.203789504
1234	4.202996031
1235	4.202303908
1236	4.20161276
1237	4.200765308
1238	4.200207424
1239	4.199177021
1240	4.198423449
1241	4.197621955
1242	4.197133326
1243	4.19640581
1244	4.195902569
1245	4.195340783
1246	4.194847913
1247	4.194345442
1248	4.193457348
1249	4.192725635
1250	4.191882908
1251	4.191118276
1252	4.190640333
1253	4.189968473
1254	4.189081377
1255	4.188586247
1256	4.187950173
1257	4.186882727
1258	4.186340367
1259	4.185769584
1260	4.184948945
1261	4.18417621
1262	4.183414584
1263	4.182622847
1264	4.181863294
1265	4.181395281
1266	4.180928984
1267	4.180280816
1268	4.179586522
1269	4.178783814
1270	4.178225414
1271	4.177423276
1272	4.177011223
1273	4.176475686
1274	4.175945723
1275	4.175157029
1276	4.174200252
1277	4.173421869
1278	4.172295763
1279	4.171513446
1280	4.170876237
1281	4.170126823
1282	4.169678305
1283	4.16893778
1284	4.168253414
1285	4.167657353
1286	4.167146569
1287	4.166457861
1288	4.165796905
1289	4.165337041
1290	4.164874052
1291	4.164339588
1292	4.163608745
1293	4.162475562
1294	4.161732802
1295	4.161122406
1296	4.160553564
1297	4.159777131
1298	4.159088915
1299	4.158544452
1300	4.158005476
1301	4.157480956
1302	4.156867365
1303	4.156066289
1304	4.155412784
1305	4.154607173
1306	4.154173184
1307	4.153287226
1308	4.152649607
1309	4.152204926
1310	4.151501723
1311	4.151044735
1312	4.150365677
1313	4.149825646
1314	4.149134916
1315	4.14856055
1316	4.14786054
1317	4.147277885
1318	4.146858422
1319	4.146119427
1320	4.145661742
1321	4.145007915
1322	4.144543457
1323	4.143940291
1324	4.143415323
1325	4.142912046
1326	4.142156311
1327	4.141447626
1328	4.140864435
1329	4.14033106
1330	4.139674291
1331	4.139095863
1332	4.138487881
1333	4.137888677
1334	4.137287011
1335	4.136633834
1336	4.13587953
1337	4.135077254
1338	4.134598451
1339	4.134097799
1340	4.133472383
1341	4.132785724
1342	4.132047333
1343	4.131524065
1344	4.130988997
1345	4.130410092
1346	4.129920745
1347	4.129456039
1348	4.128983612
1349	4.128484449
1350	4.127799299
1351	4.12719239
1352	4.126463099
1353	4.125785595
1354	4.125121869
1355	4.124615971
1356	4.123918661
1357	4.123248437
1358	4.122528312
1359	4.12214661
1360	4.12148923
1361	4.121062729
1362	4.120657965
1363	4.120108657
1364	4.119516687
1365	4.118928442
1366	4.118331124
1367	4.117855875
1368	4.117272039
1369	4.116576968
1370	4.115969671
1371	4.115443521
1372	4.114805915
1373	4.114291405
1374	4.113748621
1375	4.112959131
1376	4.112426286
1377	4.111931103
1378	4.111393634
1379	4.110886202
1380	4.110164228
1381	4.109809412
1382	4.109152062
1383	4.108601303
1384	4.108224028
1385	4.107685643
1386	4.107001002
1387	4.106456975
1388	4.105866123
1389	4.105213783
1390	4.104402048
1391	4.103886644
1392	4.103473615
1393	4.102992211
1394	4.102428826
1395	4.101808371
1396	4.101260591
1397	4.10076325
1398	4.100287756
1399	4.099632189
1400	4.098955515
1401	4.098476022
1402	4.098059465
1403	4.097431525
1404	4.096484136
1405	4.096006691
1406	4.095308494
1407	4.094774712
1408	4.094188942
1409	4.093638714
1410	4.093221556
1411	4.092593572
1412	4.091861487
1413	4.091416926
1414	4.090900589
1415	4.090319323
1416	4.089529883
1417	4.089016784
1418	4.088538882
1419	4.087941156
1420	4.087457523
1421	4.086856352
1422	4.086295969
1423	4.085842726
1424	4.085544996
1425	4.085141429
1426	4.08462245
1427	4.084215816
1428	4.083772356
1429	4.083281879
1430	4.082675109
1431	4.082191922
1432	4.081582021
1433	4.081053078
1434	4.08042693
1435	4.079945317
1436	4.079521016
1437	4.079015854
1438	4.078574389
1439	4.078113697
1440	4.077563974
1441	4.077050198
1442	4.076601844
1443	4.075975506
1444	4.075475076
1445	4.07504142
1446	4.074462168
1447	4.073927837
1448	4.073429388
1449	4.072975907
1450	4.072512161
1451	4.072058619
1452	4.071608419
1453	4.071005099
1454	4.070231637
1455	4.069651537
1456	4.069237651
1457	4.068752088
1458	4.068293707
1459	4.067767745
1460	4.067232086
1461	4.066698825
1462	4.066284667
1463	4.065626176
1464	4.065268124
1465	4.064814805
1466	4.064300175
1467	4.063868912
1468	4.063383856
1469	4.063003024
1470	4.062717752
1471	4.062319343
1472	4.062074004
1473	4.061630047
1474	4.061158514
1475	4.06063442
1476	4.060192316
1477	4.059658428
1478	4.059349665
1479	4.058834309
1480	4.058522911
1481	4.058148588
1482	4.057670231
1483	4.057435169
1484	4.056910914
1485	4.056364182
1486	4.05563584
1487	4.055007579
1488	4.054709156
1489	4.05432053
1490	4.053942323
1491	4.053392958
1492	4.052847039
1493	4.052405435
1494	4.051945013
1495	4.051554337
1496	4.051110182
1497	4.050576
1498	4.050126218
1499	4.049736291
1500	4.04923884
1501	4.048605601
1502	4.048199667
1503	4.047737786
1504	4.047363121
1505	4.046810544
1506	4.046389774
1507	4.045970855
1508	4.045640071
1509	4.045137992
1510	4.044672592
1511	4.044174554
1512	4.043602592
1513	4.043151575
1514	4.042777909
1515	4.04228096
1516	4.041798965
1517	4.041534757
1518	4.041162857
1519	4.040719073
1520	4.040184809
1521	4.039538569
1522	4.039196373
1523	4.038837765
1524	4.038549845
1525	4.03808842
1526	4.037549616
1527	4.036982622
1528	4.036394093
1529	4.036141773
1530	4.035867529
1531	4.035505062
1532	4.035025597
1533	4.034604234
1534	4.034211516
1535	4.033730432
1536	4.033350577
1537	4.032883642
1538	4.032425524
1539	4.031974748
1540	4.031502128
1541	4.031071393
1542	4.03069567
1543	4.030304272
1544	4.029914896
1545	4.029403796
1546	4.02894011
1547	4.028564635
1548	4.028078749
1549	4.027606452
1550	4.027179982
1551	4.026677274
1552	4.026175897
1553	4.025702398
1554	4.025254805
1555	4.024895737
1556	4.024397638
1557	4.024102031
1558	4.023729472
1559	4.023299932
1560	4.023000852
1561	4.022618087
1562	4.02211673
1563	4.021730226
1564	4.021359794
1565	4.020972775
1566	4.020580777
1567	4.020159703
1568	4.019659199
1569	4.019193268
1570	4.018848124
1571	4.018460542
1572	4.018108599
1573	4.017578858
1574	4.017263907
1575	4.016851772
1576	4.016592631
1577	4.016134465
1578	4.015830224
1579	4.015462909
1580	4.015021658
1581	4.01460814
1582	4.014156647
1583	4.013572916
1584	4.013097857
1585	4.012737516
1586	4.012309197
1587	4.011857078
1588	4.01151167
1589	4.011154602
1590	4.010799812
1591	4.010484796
1592	4.01003048
1593	4.009708479
1594	4.009387744
1595	4.008972195
1596	4.008517157
1597	4.008066471
1598	4.007665015
1599	4.007293635
1600	4.006910676
1601	4.006506737
1602	4.006110038
1603	4.005734994
1604	4.005159198
1605	4.004859586
1606	4.004463076
1607	4.004055066
1608	4.00368428
1609	4.003328874
1610	4.002907828
1611	4.002565764
1612	4.002109562
1613	4.001778175
1614	4.00138539
1615	4.001061945
1616	4.000588308
1617	4.000285187
1618	3.999887555
1619	3.999364766
1620	3.998934469
1621	3.998324423
1622	3.99787297
1623	3.997590815
1624	3.99698623
1625	3.996601328
1626	3.996323035
1627	3.995826451
1628	3.99534548
1629	3.994959395
1630	3.994607911
1631	3.994128327
1632	3.993767498
1633	3.993241415
1634	3.992953681
1635	3.992524151
1636	3.99221084
1637	3.991790433
1638	3.99134448
1639	3.991018027
1640	3.990750678
1641	3.99039063
1642	3.990046154
1643	3.989802828
1644	3.989389724
1645	3.989143677
1646	3.988848257
1647	3.988505085
1648	3.9881428
1649	3.987706539
1650	3.987287139
1651	3.986772291
1652	3.986423989
1653	3.986100347
1654	3.985667896
1655	3.985197839
1656	3.984851121
1657	3.984504694
1658	3.984110115
1659	3.98379445
1660	3.983387031
1661	3.982973974
1662	3.98252589
1663	3.981983577
1664	3.981659764
